program_id,coverage_part,coverage_name,state,operation,layer,links_to,copybooks_used,path
GBNDIV01,EB,Employee Benefits Liability,ND,INQUIRE,VSAM-ACCESS,,GBNDC001,programs/EB/gbndiv01.cbl
GBNDUL01,EB,Employee Benefits Liability,ND,UPDATE,BUSINESS-LOGIC,GBNDUD01,GBNDC001,programs/EB/gbndul01.cbl
GBNDUD01,EB,Employee Benefits Liability,ND,UPDATE,DB2-ACCESS,GBNDUV01,GBNDC001,programs/EB/gbndud01.cbl
GBNDUV01,EB,Employee Benefits Liability,ND,UPDATE,VSAM-ACCESS,,GBNDC001,programs/EB/gbnduv01.cbl
GBNDDL01,EB,Employee Benefits Liability,ND,DELETE,BUSINESS-LOGIC,GBNDDD01,GBNDC001,programs/EB/gbnddl01.cbl
GBNDDD01,EB,Employee Benefits Liability,ND,DELETE,DB2-ACCESS,GBNDDV01,GBNDC001,programs/EB/gbnddd01.cbl
GBNDDV01,EB,Employee Benefits Liability,ND,DELETE,VSAM-ACCESS,,GBNDC001,programs/EB/gbnddv01.cbl
GBNDRL01,EB,Employee Benefits Liability,ND,RATE,BUSINESS-LOGIC,GBNDRD01,GBNDC001,programs/EB/gbndrl01.cbl
GBNDRD01,EB,Employee Benefits Liability,ND,RATE,DB2-ACCESS,,GBNDC001,programs/EB/gbndrd01.cbl
GBNDRV01,EB,Employee Benefits Liability,ND,RATE,VSAM-ACCESS,,GBNDC001,programs/EB/gbndrv01.cbl
GBOHAL01,EB,Employee Benefits Liability,OH,ADD,BUSINESS-LOGIC,GBOHAD01,GBOHC001,programs/EB/gbohal01.cbl
GBOHAD01,EB,Employee Benefits Liability,OH,ADD,DB2-ACCESS,GBOHAV01,GBOHC001,programs/EB/gbohad01.cbl
GBOHAV01,EB,Employee Benefits Liability,OH,ADD,VSAM-ACCESS,,GBOHC001,programs/EB/gbohav01.cbl
GBOHIL01,EB,Employee Benefits Liability,OH,INQUIRE,BUSINESS-LOGIC,GBOHID01,GBOHC001,programs/EB/gbohil01.cbl
GBOHID01,EB,Employee Benefits Liability,OH,INQUIRE,DB2-ACCESS,,GBOHC001,programs/EB/gbohid01.cbl
GBOHIV01,EB,Employee Benefits Liability,OH,INQUIRE,VSAM-ACCESS,,GBOHC001,programs/EB/gbohiv01.cbl
GBOHUL01,EB,Employee Benefits Liability,OH,UPDATE,BUSINESS-LOGIC,GBOHUD01,GBOHC001,programs/EB/gbohul01.cbl
GBOHUD01,EB,Employee Benefits Liability,OH,UPDATE,DB2-ACCESS,GBOHUV01,GBOHC001,programs/EB/gbohud01.cbl
GBOHUV01,EB,Employee Benefits Liability,OH,UPDATE,VSAM-ACCESS,,GBOHC001,programs/EB/gbohuv01.cbl
GBOHDL01,EB,Employee Benefits Liability,OH,DELETE,BUSINESS-LOGIC,GBOHDD01,GBOHC001,programs/EB/gbohdl01.cbl
GBOHDD01,EB,Employee Benefits Liability,OH,DELETE,DB2-ACCESS,GBOHDV01,GBOHC001,programs/EB/gbohdd01.cbl
GBOHDV01,EB,Employee Benefits Liability,OH,DELETE,VSAM-ACCESS,,GBOHC001,programs/EB/gbohdv01.cbl
GBOHRL01,EB,Employee Benefits Liability,OH,RATE,BUSINESS-LOGIC,GBOHRD01,GBOHC001,programs/EB/gbohrl01.cbl
GBOHRD01,EB,Employee Benefits Liability,OH,RATE,DB2-ACCESS,,GBOHC001,programs/EB/gbohrd01.cbl
GBOHRV01,EB,Employee Benefits Liability,OH,RATE,VSAM-ACCESS,,GBOHC001,programs/EB/gbohrv01.cbl
GBOKAL01,EB,Employee Benefits Liability,OK,ADD,BUSINESS-LOGIC,GBOKAD01,GBOKC001,programs/EB/gbokal01.cbl
GBOKAD01,EB,Employee Benefits Liability,OK,ADD,DB2-ACCESS,GBOKAV01,GBOKC001,programs/EB/gbokad01.cbl
GBOKAV01,EB,Employee Benefits Liability,OK,ADD,VSAM-ACCESS,,GBOKC001,programs/EB/gbokav01.cbl
GBOKIL01,EB,Employee Benefits Liability,OK,INQUIRE,BUSINESS-LOGIC,GBOKID01,GBOKC001,programs/EB/gbokil01.cbl
GBOKID01,EB,Employee Benefits Liability,OK,INQUIRE,DB2-ACCESS,,GBOKC001,programs/EB/gbokid01.cbl
GBOKIV01,EB,Employee Benefits Liability,OK,INQUIRE,VSAM-ACCESS,,GBOKC001,programs/EB/gbokiv01.cbl
GBOKUL01,EB,Employee Benefits Liability,OK,UPDATE,BUSINESS-LOGIC,GBOKUD01,GBOKC001,programs/EB/gbokul01.cbl
GBOKUD01,EB,Employee Benefits Liability,OK,UPDATE,DB2-ACCESS,GBOKUV01,GBOKC001,programs/EB/gbokud01.cbl
GBOKUV01,EB,Employee Benefits Liability,OK,UPDATE,VSAM-ACCESS,,GBOKC001,programs/EB/gbokuv01.cbl
GBOKDL01,EB,Employee Benefits Liability,OK,DELETE,BUSINESS-LOGIC,GBOKDD01,GBOKC001,programs/EB/gbokdl01.cbl
GBOKDD01,EB,Employee Benefits Liability,OK,DELETE,DB2-ACCESS,GBOKDV01,GBOKC001,programs/EB/gbokdd01.cbl
GBOKDV01,EB,Employee Benefits Liability,OK,DELETE,VSAM-ACCESS,,GBOKC001,programs/EB/gbokdv01.cbl
GBOKRL01,EB,Employee Benefits Liability,OK,RATE,BUSINESS-LOGIC,GBOKRD01,GBOKC001,programs/EB/gbokrl01.cbl
GBOKRD01,EB,Employee Benefits Liability,OK,RATE,DB2-ACCESS,,GBOKC001,programs/EB/gbokrd01.cbl
GBOKRV01,EB,Employee Benefits Liability,OK,RATE,VSAM-ACCESS,,GBOKC001,programs/EB/gbokrv01.cbl
GBORAL01,EB,Employee Benefits Liability,OR,ADD,BUSINESS-LOGIC,GBORAD01,GBORC001,programs/EB/gboral01.cbl
GBORAD01,EB,Employee Benefits Liability,OR,ADD,DB2-ACCESS,GBORAV01,GBORC001,programs/EB/gborad01.cbl
GBORAV01,EB,Employee Benefits Liability,OR,ADD,VSAM-ACCESS,,GBORC001,programs/EB/gborav01.cbl
GBORIL01,EB,Employee Benefits Liability,OR,INQUIRE,BUSINESS-LOGIC,GBORID01,GBORC001,programs/EB/gboril01.cbl
GBORID01,EB,Employee Benefits Liability,OR,INQUIRE,DB2-ACCESS,,GBORC001,programs/EB/gborid01.cbl
GBORIV01,EB,Employee Benefits Liability,OR,INQUIRE,VSAM-ACCESS,,GBORC001,programs/EB/gboriv01.cbl
GBORUL01,EB,Employee Benefits Liability,OR,UPDATE,BUSINESS-LOGIC,GBORUD01,GBORC001,programs/EB/gborul01.cbl
GBORUD01,EB,Employee Benefits Liability,OR,UPDATE,DB2-ACCESS,GBORUV01,GBORC001,programs/EB/gborud01.cbl
GBORUV01,EB,Employee Benefits Liability,OR,UPDATE,VSAM-ACCESS,,GBORC001,programs/EB/gboruv01.cbl
GBORDL01,EB,Employee Benefits Liability,OR,DELETE,BUSINESS-LOGIC,GBORDD01,GBORC001,programs/EB/gbordl01.cbl
GBORDD01,EB,Employee Benefits Liability,OR,DELETE,DB2-ACCESS,GBORDV01,GBORC001,programs/EB/gbordd01.cbl
GBORDV01,EB,Employee Benefits Liability,OR,DELETE,VSAM-ACCESS,,GBORC001,programs/EB/gbordv01.cbl
GBORRL01,EB,Employee Benefits Liability,OR,RATE,BUSINESS-LOGIC,GBORRD01,GBORC001,programs/EB/gborrl01.cbl
GBORRD01,EB,Employee Benefits Liability,OR,RATE,DB2-ACCESS,,GBORC001,programs/EB/gborrd01.cbl
GBORRV01,EB,Employee Benefits Liability,OR,RATE,VSAM-ACCESS,,GBORC001,programs/EB/gborrv01.cbl
GBPAAL01,EB,Employee Benefits Liability,PA,ADD,BUSINESS-LOGIC,GBPAAD01,GBPAC001,programs/EB/gbpaal01.cbl
GBPAAD01,EB,Employee Benefits Liability,PA,ADD,DB2-ACCESS,GBPAAV01,GBPAC001,programs/EB/gbpaad01.cbl
GBPAAV01,EB,Employee Benefits Liability,PA,ADD,VSAM-ACCESS,,GBPAC001,programs/EB/gbpaav01.cbl
GBPAIL01,EB,Employee Benefits Liability,PA,INQUIRE,BUSINESS-LOGIC,GBPAID01,GBPAC001,programs/EB/gbpail01.cbl
GBPAID01,EB,Employee Benefits Liability,PA,INQUIRE,DB2-ACCESS,,GBPAC001,programs/EB/gbpaid01.cbl
GBPAIV01,EB,Employee Benefits Liability,PA,INQUIRE,VSAM-ACCESS,,GBPAC001,programs/EB/gbpaiv01.cbl
GBPAUL01,EB,Employee Benefits Liability,PA,UPDATE,BUSINESS-LOGIC,GBPAUD01,GBPAC001,programs/EB/gbpaul01.cbl
GBPAUD01,EB,Employee Benefits Liability,PA,UPDATE,DB2-ACCESS,GBPAUV01,GBPAC001,programs/EB/gbpaud01.cbl
GBPAUV01,EB,Employee Benefits Liability,PA,UPDATE,VSAM-ACCESS,,GBPAC001,programs/EB/gbpauv01.cbl
GBPADL01,EB,Employee Benefits Liability,PA,DELETE,BUSINESS-LOGIC,GBPADD01,GBPAC001,programs/EB/gbpadl01.cbl
GBPADD01,EB,Employee Benefits Liability,PA,DELETE,DB2-ACCESS,GBPADV01,GBPAC001,programs/EB/gbpadd01.cbl
GBPADV01,EB,Employee Benefits Liability,PA,DELETE,VSAM-ACCESS,,GBPAC001,programs/EB/gbpadv01.cbl
GBPARL01,EB,Employee Benefits Liability,PA,RATE,BUSINESS-LOGIC,GBPARD01,GBPAC001,programs/EB/gbparl01.cbl
GBPARD01,EB,Employee Benefits Liability,PA,RATE,DB2-ACCESS,,GBPAC001,programs/EB/gbpard01.cbl
GBPARV01,EB,Employee Benefits Liability,PA,RATE,VSAM-ACCESS,,GBPAC001,programs/EB/gbparv01.cbl
GBRIAL01,EB,Employee Benefits Liability,RI,ADD,BUSINESS-LOGIC,GBRIAD01,GBRIC001,programs/EB/gbrial01.cbl
GBRIAD01,EB,Employee Benefits Liability,RI,ADD,DB2-ACCESS,GBRIAV01,GBRIC001,programs/EB/gbriad01.cbl
GBRIAV01,EB,Employee Benefits Liability,RI,ADD,VSAM-ACCESS,,GBRIC001,programs/EB/gbriav01.cbl
GBRIIL01,EB,Employee Benefits Liability,RI,INQUIRE,BUSINESS-LOGIC,GBRIID01,GBRIC001,programs/EB/gbriil01.cbl
GBRIID01,EB,Employee Benefits Liability,RI,INQUIRE,DB2-ACCESS,,GBRIC001,programs/EB/gbriid01.cbl
GBRIIV01,EB,Employee Benefits Liability,RI,INQUIRE,VSAM-ACCESS,,GBRIC001,programs/EB/gbriiv01.cbl
GBRIUL01,EB,Employee Benefits Liability,RI,UPDATE,BUSINESS-LOGIC,GBRIUD01,GBRIC001,programs/EB/gbriul01.cbl
GBRIUD01,EB,Employee Benefits Liability,RI,UPDATE,DB2-ACCESS,GBRIUV01,GBRIC001,programs/EB/gbriud01.cbl
GBRIUV01,EB,Employee Benefits Liability,RI,UPDATE,VSAM-ACCESS,,GBRIC001,programs/EB/gbriuv01.cbl
GBRIDL01,EB,Employee Benefits Liability,RI,DELETE,BUSINESS-LOGIC,GBRIDD01,GBRIC001,programs/EB/gbridl01.cbl
GBRIDD01,EB,Employee Benefits Liability,RI,DELETE,DB2-ACCESS,GBRIDV01,GBRIC001,programs/EB/gbridd01.cbl
GBRIDV01,EB,Employee Benefits Liability,RI,DELETE,VSAM-ACCESS,,GBRIC001,programs/EB/gbridv01.cbl
GBRIRL01,EB,Employee Benefits Liability,RI,RATE,BUSINESS-LOGIC,GBRIRD01,GBRIC001,programs/EB/gbrirl01.cbl
GBRIRD01,EB,Employee Benefits Liability,RI,RATE,DB2-ACCESS,,GBRIC001,programs/EB/gbrird01.cbl
GBRIRV01,EB,Employee Benefits Liability,RI,RATE,VSAM-ACCESS,,GBRIC001,programs/EB/gbrirv01.cbl
GBSCAL01,EB,Employee Benefits Liability,SC,ADD,BUSINESS-LOGIC,GBSCAD01,GBSCC001,programs/EB/gbscal01.cbl
GBSCAD01,EB,Employee Benefits Liability,SC,ADD,DB2-ACCESS,GBSCAV01,GBSCC001,programs/EB/gbscad01.cbl
GBSCAV01,EB,Employee Benefits Liability,SC,ADD,VSAM-ACCESS,,GBSCC001,programs/EB/gbscav01.cbl
GBSCIL01,EB,Employee Benefits Liability,SC,INQUIRE,BUSINESS-LOGIC,GBSCID01,GBSCC001,programs/EB/gbscil01.cbl
GBSCID01,EB,Employee Benefits Liability,SC,INQUIRE,DB2-ACCESS,,GBSCC001,programs/EB/gbscid01.cbl
GBSCIV01,EB,Employee Benefits Liability,SC,INQUIRE,VSAM-ACCESS,,GBSCC001,programs/EB/gbsciv01.cbl
GBSCUL01,EB,Employee Benefits Liability,SC,UPDATE,BUSINESS-LOGIC,GBSCUD01,GBSCC001,programs/EB/gbscul01.cbl
GBSCUD01,EB,Employee Benefits Liability,SC,UPDATE,DB2-ACCESS,GBSCUV01,GBSCC001,programs/EB/gbscud01.cbl
GBSCUV01,EB,Employee Benefits Liability,SC,UPDATE,VSAM-ACCESS,,GBSCC001,programs/EB/gbscuv01.cbl
GBSCDL01,EB,Employee Benefits Liability,SC,DELETE,BUSINESS-LOGIC,GBSCDD01,GBSCC001,programs/EB/gbscdl01.cbl
GBSCDD01,EB,Employee Benefits Liability,SC,DELETE,DB2-ACCESS,GBSCDV01,GBSCC001,programs/EB/gbscdd01.cbl
GBSCDV01,EB,Employee Benefits Liability,SC,DELETE,VSAM-ACCESS,,GBSCC001,programs/EB/gbscdv01.cbl
GBSCRL01,EB,Employee Benefits Liability,SC,RATE,BUSINESS-LOGIC,GBSCRD01,GBSCC001,programs/EB/gbscrl01.cbl
GBSCRD01,EB,Employee Benefits Liability,SC,RATE,DB2-ACCESS,,GBSCC001,programs/EB/gbscrd01.cbl
GBSCRV01,EB,Employee Benefits Liability,SC,RATE,VSAM-ACCESS,,GBSCC001,programs/EB/gbscrv01.cbl
GBSDAL01,EB,Employee Benefits Liability,SD,ADD,BUSINESS-LOGIC,GBSDAD01,GBSDC001,programs/EB/gbsdal01.cbl
GBSDAD01,EB,Employee Benefits Liability,SD,ADD,DB2-ACCESS,GBSDAV01,GBSDC001,programs/EB/gbsdad01.cbl
GBSDAV01,EB,Employee Benefits Liability,SD,ADD,VSAM-ACCESS,,GBSDC001,programs/EB/gbsdav01.cbl
GBSDIL01,EB,Employee Benefits Liability,SD,INQUIRE,BUSINESS-LOGIC,GBSDID01,GBSDC001,programs/EB/gbsdil01.cbl
GBSDID01,EB,Employee Benefits Liability,SD,INQUIRE,DB2-ACCESS,,GBSDC001,programs/EB/gbsdid01.cbl
GBSDIV01,EB,Employee Benefits Liability,SD,INQUIRE,VSAM-ACCESS,,GBSDC001,programs/EB/gbsdiv01.cbl
GBSDUL01,EB,Employee Benefits Liability,SD,UPDATE,BUSINESS-LOGIC,GBSDUD01,GBSDC001,programs/EB/gbsdul01.cbl
GBSDUD01,EB,Employee Benefits Liability,SD,UPDATE,DB2-ACCESS,GBSDUV01,GBSDC001,programs/EB/gbsdud01.cbl
GBSDUV01,EB,Employee Benefits Liability,SD,UPDATE,VSAM-ACCESS,,GBSDC001,programs/EB/gbsduv01.cbl
GBSDDL01,EB,Employee Benefits Liability,SD,DELETE,BUSINESS-LOGIC,GBSDDD01,GBSDC001,programs/EB/gbsddl01.cbl
GBSDDD01,EB,Employee Benefits Liability,SD,DELETE,DB2-ACCESS,GBSDDV01,GBSDC001,programs/EB/gbsddd01.cbl
GBSDDV01,EB,Employee Benefits Liability,SD,DELETE,VSAM-ACCESS,,GBSDC001,programs/EB/gbsddv01.cbl
GBSDRL01,EB,Employee Benefits Liability,SD,RATE,BUSINESS-LOGIC,GBSDRD01,GBSDC001,programs/EB/gbsdrl01.cbl
GBSDRD01,EB,Employee Benefits Liability,SD,RATE,DB2-ACCESS,,GBSDC001,programs/EB/gbsdrd01.cbl
GBSDRV01,EB,Employee Benefits Liability,SD,RATE,VSAM-ACCESS,,GBSDC001,programs/EB/gbsdrv01.cbl
GBTNAL01,EB,Employee Benefits Liability,TN,ADD,BUSINESS-LOGIC,GBTNAD01,GBTNC001,programs/EB/gbtnal01.cbl
GBTNAD01,EB,Employee Benefits Liability,TN,ADD,DB2-ACCESS,GBTNAV01,GBTNC001,programs/EB/gbtnad01.cbl
GBTNAV01,EB,Employee Benefits Liability,TN,ADD,VSAM-ACCESS,,GBTNC001,programs/EB/gbtnav01.cbl
GBTNIL01,EB,Employee Benefits Liability,TN,INQUIRE,BUSINESS-LOGIC,GBTNID01,GBTNC001,programs/EB/gbtnil01.cbl
GBTNID01,EB,Employee Benefits Liability,TN,INQUIRE,DB2-ACCESS,,GBTNC001,programs/EB/gbtnid01.cbl
GBTNIV01,EB,Employee Benefits Liability,TN,INQUIRE,VSAM-ACCESS,,GBTNC001,programs/EB/gbtniv01.cbl
GBTNUL01,EB,Employee Benefits Liability,TN,UPDATE,BUSINESS-LOGIC,GBTNUD01,GBTNC001,programs/EB/gbtnul01.cbl
GBTNUD01,EB,Employee Benefits Liability,TN,UPDATE,DB2-ACCESS,GBTNUV01,GBTNC001,programs/EB/gbtnud01.cbl
GBTNUV01,EB,Employee Benefits Liability,TN,UPDATE,VSAM-ACCESS,,GBTNC001,programs/EB/gbtnuv01.cbl
GBTNDL01,EB,Employee Benefits Liability,TN,DELETE,BUSINESS-LOGIC,GBTNDD01,GBTNC001,programs/EB/gbtndl01.cbl
GBTNDD01,EB,Employee Benefits Liability,TN,DELETE,DB2-ACCESS,GBTNDV01,GBTNC001,programs/EB/gbtndd01.cbl
GBTNDV01,EB,Employee Benefits Liability,TN,DELETE,VSAM-ACCESS,,GBTNC001,programs/EB/gbtndv01.cbl
GBTNRL01,EB,Employee Benefits Liability,TN,RATE,BUSINESS-LOGIC,GBTNRD01,GBTNC001,programs/EB/gbtnrl01.cbl
GBTNRD01,EB,Employee Benefits Liability,TN,RATE,DB2-ACCESS,,GBTNC001,programs/EB/gbtnrd01.cbl
GBTNRV01,EB,Employee Benefits Liability,TN,RATE,VSAM-ACCESS,,GBTNC001,programs/EB/gbtnrv01.cbl
GBTXAL01,EB,Employee Benefits Liability,TX,ADD,BUSINESS-LOGIC,GBTXAD01,GBTXC001,programs/EB/gbtxal01.cbl
GBTXAD01,EB,Employee Benefits Liability,TX,ADD,DB2-ACCESS,GBTXAV01,GBTXC001,programs/EB/gbtxad01.cbl
GBTXAV01,EB,Employee Benefits Liability,TX,ADD,VSAM-ACCESS,,GBTXC001,programs/EB/gbtxav01.cbl
GBTXIL01,EB,Employee Benefits Liability,TX,INQUIRE,BUSINESS-LOGIC,GBTXID01,GBTXC001,programs/EB/gbtxil01.cbl
GBTXID01,EB,Employee Benefits Liability,TX,INQUIRE,DB2-ACCESS,,GBTXC001,programs/EB/gbtxid01.cbl
GBTXIV01,EB,Employee Benefits Liability,TX,INQUIRE,VSAM-ACCESS,,GBTXC001,programs/EB/gbtxiv01.cbl
GBTXUL01,EB,Employee Benefits Liability,TX,UPDATE,BUSINESS-LOGIC,GBTXUD01,GBTXC001,programs/EB/gbtxul01.cbl
GBTXUD01,EB,Employee Benefits Liability,TX,UPDATE,DB2-ACCESS,GBTXUV01,GBTXC001,programs/EB/gbtxud01.cbl
GBTXUV01,EB,Employee Benefits Liability,TX,UPDATE,VSAM-ACCESS,,GBTXC001,programs/EB/gbtxuv01.cbl
GBTXDL01,EB,Employee Benefits Liability,TX,DELETE,BUSINESS-LOGIC,GBTXDD01,GBTXC001,programs/EB/gbtxdl01.cbl
GBTXDD01,EB,Employee Benefits Liability,TX,DELETE,DB2-ACCESS,GBTXDV01,GBTXC001,programs/EB/gbtxdd01.cbl
GBTXDV01,EB,Employee Benefits Liability,TX,DELETE,VSAM-ACCESS,,GBTXC001,programs/EB/gbtxdv01.cbl
GBTXRL01,EB,Employee Benefits Liability,TX,RATE,BUSINESS-LOGIC,GBTXRD01,GBTXC001,programs/EB/gbtxrl01.cbl
GBTXRD01,EB,Employee Benefits Liability,TX,RATE,DB2-ACCESS,,GBTXC001,programs/EB/gbtxrd01.cbl
GBTXRV01,EB,Employee Benefits Liability,TX,RATE,VSAM-ACCESS,,GBTXC001,programs/EB/gbtxrv01.cbl
GBUTAL01,EB,Employee Benefits Liability,UT,ADD,BUSINESS-LOGIC,GBUTAD01,GBUTC001,programs/EB/gbutal01.cbl
GBUTAD01,EB,Employee Benefits Liability,UT,ADD,DB2-ACCESS,GBUTAV01,GBUTC001,programs/EB/gbutad01.cbl
GBUTAV01,EB,Employee Benefits Liability,UT,ADD,VSAM-ACCESS,,GBUTC001,programs/EB/gbutav01.cbl
GBUTIL01,EB,Employee Benefits Liability,UT,INQUIRE,BUSINESS-LOGIC,GBUTID01,GBUTC001,programs/EB/gbutil01.cbl
GBUTID01,EB,Employee Benefits Liability,UT,INQUIRE,DB2-ACCESS,,GBUTC001,programs/EB/gbutid01.cbl
GBUTIV01,EB,Employee Benefits Liability,UT,INQUIRE,VSAM-ACCESS,,GBUTC001,programs/EB/gbutiv01.cbl
GBUTUL01,EB,Employee Benefits Liability,UT,UPDATE,BUSINESS-LOGIC,GBUTUD01,GBUTC001,programs/EB/gbutul01.cbl
GBUTUD01,EB,Employee Benefits Liability,UT,UPDATE,DB2-ACCESS,GBUTUV01,GBUTC001,programs/EB/gbutud01.cbl
GBUTUV01,EB,Employee Benefits Liability,UT,UPDATE,VSAM-ACCESS,,GBUTC001,programs/EB/gbutuv01.cbl
GBUTDL01,EB,Employee Benefits Liability,UT,DELETE,BUSINESS-LOGIC,GBUTDD01,GBUTC001,programs/EB/gbutdl01.cbl
GBUTDD01,EB,Employee Benefits Liability,UT,DELETE,DB2-ACCESS,GBUTDV01,GBUTC001,programs/EB/gbutdd01.cbl
GBUTDV01,EB,Employee Benefits Liability,UT,DELETE,VSAM-ACCESS,,GBUTC001,programs/EB/gbutdv01.cbl
GBUTRL01,EB,Employee Benefits Liability,UT,RATE,BUSINESS-LOGIC,GBUTRD01,GBUTC001,programs/EB/gbutrl01.cbl
GBUTRD01,EB,Employee Benefits Liability,UT,RATE,DB2-ACCESS,,GBUTC001,programs/EB/gbutrd01.cbl
GBUTRV01,EB,Employee Benefits Liability,UT,RATE,VSAM-ACCESS,,GBUTC001,programs/EB/gbutrv01.cbl
GBVTAL01,EB,Employee Benefits Liability,VT,ADD,BUSINESS-LOGIC,GBVTAD01,GBVTC001,programs/EB/gbvtal01.cbl
GBVTAD01,EB,Employee Benefits Liability,VT,ADD,DB2-ACCESS,GBVTAV01,GBVTC001,programs/EB/gbvtad01.cbl
GBVTAV01,EB,Employee Benefits Liability,VT,ADD,VSAM-ACCESS,,GBVTC001,programs/EB/gbvtav01.cbl
GBVTIL01,EB,Employee Benefits Liability,VT,INQUIRE,BUSINESS-LOGIC,GBVTID01,GBVTC001,programs/EB/gbvtil01.cbl
GBVTID01,EB,Employee Benefits Liability,VT,INQUIRE,DB2-ACCESS,,GBVTC001,programs/EB/gbvtid01.cbl
GBVTIV01,EB,Employee Benefits Liability,VT,INQUIRE,VSAM-ACCESS,,GBVTC001,programs/EB/gbvtiv01.cbl
GBVTUL01,EB,Employee Benefits Liability,VT,UPDATE,BUSINESS-LOGIC,GBVTUD01,GBVTC001,programs/EB/gbvtul01.cbl
GBVTUD01,EB,Employee Benefits Liability,VT,UPDATE,DB2-ACCESS,GBVTUV01,GBVTC001,programs/EB/gbvtud01.cbl
GBVTUV01,EB,Employee Benefits Liability,VT,UPDATE,VSAM-ACCESS,,GBVTC001,programs/EB/gbvtuv01.cbl
GBVTDL01,EB,Employee Benefits Liability,VT,DELETE,BUSINESS-LOGIC,GBVTDD01,GBVTC001,programs/EB/gbvtdl01.cbl
GBVTDD01,EB,Employee Benefits Liability,VT,DELETE,DB2-ACCESS,GBVTDV01,GBVTC001,programs/EB/gbvtdd01.cbl
GBVTDV01,EB,Employee Benefits Liability,VT,DELETE,VSAM-ACCESS,,GBVTC001,programs/EB/gbvtdv01.cbl
GBVTRL01,EB,Employee Benefits Liability,VT,RATE,BUSINESS-LOGIC,GBVTRD01,GBVTC001,programs/EB/gbvtrl01.cbl
GBVTRD01,EB,Employee Benefits Liability,VT,RATE,DB2-ACCESS,,GBVTC001,programs/EB/gbvtrd01.cbl
GBVTRV01,EB,Employee Benefits Liability,VT,RATE,VSAM-ACCESS,,GBVTC001,programs/EB/gbvtrv01.cbl
GBVAAL01,EB,Employee Benefits Liability,VA,ADD,BUSINESS-LOGIC,GBVAAD01,GBVAC001,programs/EB/gbvaal01.cbl
GBVAAD01,EB,Employee Benefits Liability,VA,ADD,DB2-ACCESS,GBVAAV01,GBVAC001,programs/EB/gbvaad01.cbl
GBVAAV01,EB,Employee Benefits Liability,VA,ADD,VSAM-ACCESS,,GBVAC001,programs/EB/gbvaav01.cbl
GBVAIL01,EB,Employee Benefits Liability,VA,INQUIRE,BUSINESS-LOGIC,GBVAID01,GBVAC001,programs/EB/gbvail01.cbl
GBVAID01,EB,Employee Benefits Liability,VA,INQUIRE,DB2-ACCESS,,GBVAC001,programs/EB/gbvaid01.cbl
GBVAIV01,EB,Employee Benefits Liability,VA,INQUIRE,VSAM-ACCESS,,GBVAC001,programs/EB/gbvaiv01.cbl
GBVAUL01,EB,Employee Benefits Liability,VA,UPDATE,BUSINESS-LOGIC,GBVAUD01,GBVAC001,programs/EB/gbvaul01.cbl
GBVAUD01,EB,Employee Benefits Liability,VA,UPDATE,DB2-ACCESS,GBVAUV01,GBVAC001,programs/EB/gbvaud01.cbl
GBVAUV01,EB,Employee Benefits Liability,VA,UPDATE,VSAM-ACCESS,,GBVAC001,programs/EB/gbvauv01.cbl
GBVADL01,EB,Employee Benefits Liability,VA,DELETE,BUSINESS-LOGIC,GBVADD01,GBVAC001,programs/EB/gbvadl01.cbl
GBVADD01,EB,Employee Benefits Liability,VA,DELETE,DB2-ACCESS,GBVADV01,GBVAC001,programs/EB/gbvadd01.cbl
GBVADV01,EB,Employee Benefits Liability,VA,DELETE,VSAM-ACCESS,,GBVAC001,programs/EB/gbvadv01.cbl
GBVARL01,EB,Employee Benefits Liability,VA,RATE,BUSINESS-LOGIC,GBVARD01,GBVAC001,programs/EB/gbvarl01.cbl
GBVARD01,EB,Employee Benefits Liability,VA,RATE,DB2-ACCESS,,GBVAC001,programs/EB/gbvard01.cbl
GBVARV01,EB,Employee Benefits Liability,VA,RATE,VSAM-ACCESS,,GBVAC001,programs/EB/gbvarv01.cbl
GBWAAL01,EB,Employee Benefits Liability,WA,ADD,BUSINESS-LOGIC,GBWAAD01,GBWAC001,programs/EB/gbwaal01.cbl
GBWAAD01,EB,Employee Benefits Liability,WA,ADD,DB2-ACCESS,GBWAAV01,GBWAC001,programs/EB/gbwaad01.cbl
GBWAAV01,EB,Employee Benefits Liability,WA,ADD,VSAM-ACCESS,,GBWAC001,programs/EB/gbwaav01.cbl
GBWAIL01,EB,Employee Benefits Liability,WA,INQUIRE,BUSINESS-LOGIC,GBWAID01,GBWAC001,programs/EB/gbwail01.cbl
GBWAID01,EB,Employee Benefits Liability,WA,INQUIRE,DB2-ACCESS,,GBWAC001,programs/EB/gbwaid01.cbl
GBWAIV01,EB,Employee Benefits Liability,WA,INQUIRE,VSAM-ACCESS,,GBWAC001,programs/EB/gbwaiv01.cbl
GBWAUL01,EB,Employee Benefits Liability,WA,UPDATE,BUSINESS-LOGIC,GBWAUD01,GBWAC001,programs/EB/gbwaul01.cbl
GBWAUD01,EB,Employee Benefits Liability,WA,UPDATE,DB2-ACCESS,GBWAUV01,GBWAC001,programs/EB/gbwaud01.cbl
GBWAUV01,EB,Employee Benefits Liability,WA,UPDATE,VSAM-ACCESS,,GBWAC001,programs/EB/gbwauv01.cbl
GBWADL01,EB,Employee Benefits Liability,WA,DELETE,BUSINESS-LOGIC,GBWADD01,GBWAC001,programs/EB/gbwadl01.cbl
